x0000,y0000
278,8.233697917,
279,8.242763672,
280,8.219208984,
281,8.294091797,
282,8.260172526,
283,8.260172526,
284,8.297630208,
285,8.297630208,
286,8.338300781,
287,8.292838542,
288,8.334329427,
289,8.315029297,
290,8.349908854,
291,8.364182943,
292,8.467135417,
293,8.452304687,
294,8.502099609,
295,8.452096354,
296,8.474798177,
297,8.446194661,
298,8.542600911,
299,8.542600911,
300,8.648893229,
301,8.648893229,
302,8.672324219,
303,8.622740885,
304,8.644277344,
305,8.542226562,
306,8.643886719,
307,8.619215495,
308,8.61507487,
309,8.639394531,
310,8.662779948,
311,8.655325521,
312,8.675436198,
313,8.638232422,
314,8.687125651,
315,8.687125651,
316,8.666266276,
317,8.666266276,
318,8.725598958,
319,8.695299479,
320,8.655917969,
321,8.610807292,
322,8.650403646,
323,8.709169922,
324,8.692884115,
325,8.651233724,
326,8.822825521,
327,8.779746094,
328,8.809433594,
329,8.783821615,
330,8.802799479,
331,8.802799479,
332,8.840869141,
333,8.840869141,
334,8.928655599,
335,8.976783854,
336,8.959514974,
337,8.963551432,
338,9.063802083,
339,9.056126302,
340,9.083391927,
341,9.080898438,
342,9.152457682,
343,9.135270182,
344,9.17655599,
345,9.18391276,
346,9.161360677,
347,9.161360677,
348,9.207802734,
349,9.207802734,
350,9.157871094,
351,9.291341146,
352,9.232050781,
353,9.341516927,
354,9.317220052,
355,9.338955078,
356,9.396653646,
357,9.368284505,
358,9.404091797,
359,9.391686198,
360,9.473453776,
361,9.517197266,
362,9.600110677,
363,9.600110677,
364,9.612802734,
365,9.612802734,
366,9.595358073,
367,9.595358073,
368,9.580172526,
369,9.62891276,
370,9.589088542,
371,9.560026042,
372,9.618977865,
373,9.67014974,
374,9.620169271,
375,9.641689453,
376,9.638535156,
377,9.726425781,
378,9.765240885,
379,9.869856771,
380,9.847005208,
381,9.847005208,
382,9.770644531,
383,9.770644531,
384,9.808766276,
385,9.945605469,
386,9.976839193,
387,10.11337565,
388,10.05568685,
389,10.09873698,
390,10.21344401,
391,10.20870443,
392,10.18689128,
393,10.33666667,
394,10.3119043,
395,10.36788737,
396,10.43367513,
397,10.43367513,
398,10.59042969,
399,10.59042969,
400,10.72908203,
401,10.79530599,
402,10.84919271,
403,10.83159505,
404,10.8052474,
405,10.97556315,
406,10.95099284,
407,10.95076172,
408,11.13111003,
409,11.15944661,
410,11.14787109,
411,11.21062174,
412,11.18136068,
413,11.18136068,
414,11.33426758,
415,11.33426758,
416,11.29734375,
417,11.07443685,
418,11.07980794,
419,11.09551758,
420,11.18454427,
421,11.27491862,
422,11.28980469,
423,11.29579753,
424,11.45782552,
425,11.52976562,
426,11.61013021,
427,11.75932943,
428,11.7204069,
429,11.7204069,
430,11.79719401,
431,11.79719401,
432,11.89288086,
433,12.01266276,
434,11.96895833,
435,12.04438802,
436,12.15613607,
437,12.10854492,
438,12.24242187,
439,12.26895508,
440,12.34022461,
441,12.48530924,
442,12.7441569,
443,12.81565755,
444,12.78926758,
445,12.78926758,
446,12.93275065,
447,12.93275065,
448,13.05270182,
449,13.05926432,
450,13.30677409,
451,13.31786784,
452,13.27993815,
453,13.42236003,
454,13.50602539,
455,13.39364909,
456,13.51637695,
457,13.50818359,
458,13.59120117,
459,13.64312826,
460,13.67782878,
461,13.67782878,
462,13.83003581,
463,13.83003581,
464,13.7599707,
465,13.84083659,
466,13.81760742,
467,13.94906901,
468,13.9589388,
469,14.04927734,
470,14.20655599,
471,14.29427083,
472,14.38962891,
473,14.49138997,
474,14.48941081,
475,14.55161458,
476,14.66197266,
477,14.66197266,
478,14.79364909,
479,14.79364909,
480,14.94266276,
481,15.02400716,
482,14.61686523,
483,14.67858398,
484,14.76314779,
485,14.88477539,
486,14.93055664,
487,15.01798828,
488,15.17772135,
489,15.22263346,
490,15.36439453,
491,15.43226562,
492,15.5250651,
493,15.5250651,
494,15.75461263,
495,15.75461263,
496,15.76072266,
497,15.80573893,
498,15.98297526,
499,16.00685872,
500,16.02689453,
501,16.12210286,
502,16.23744466,
503,16.35556641,
504,16.43595052,
505,16.44099284,
506,16.49318685,
507,16.69028971,
508,16.78591146,
509,16.78591146,
510,16.91290039,
511,16.91290039,
512,16.96912435,
513,17.18928711,
514,17.1610026,
515,17.2965625,
516,17.35714193,
517,17.51913737,
518,17.49293945,
519,17.82219401,
520,17.90668945,
521,18.01041341,
522,18.2299349,
523,18.22996094,
524,18.2624707,
525,18.2624707,
526,18.51259766,
527,18.51259766,
528,18.62572917,
529,18.71398763,
530,18.67170573,
531,18.7369043,
532,18.89750326,
533,19.00646159,
534,19.15046224,
535,18.80625651,
536,18.89226888,
537,19.09054036,
538,19.0403776,
539,19.15148763,
540,19.24550781,
541,19.24550781,
542,19.50663086,
543,19.50663086,
544,19.450625,
545,19.66525065,
546,19.74360026,
547,19.92993164,
548,19.96956706,
549,20.14699219,
550,20.40197266,
551,20.36062174,
552,20.40228516,
553,20.43466471,
554,20.60756185,
555,20.70126953,
556,20.89983724,
557,20.92999349,
558,21.0447168,
559,21.0447168,
560,21.27738281,
561,21.27738281,
562,21.32092122,
563,21.57079102,
564,21.73577799,
565,21.79598958,
566,22.06444987,
567,22.25784505,
568,22.2801888,
569,22.41061849,
570,22.46753581,
571,22.52674479,
572,22.72308919,
573,22.79705729,
574,22.90952148,
575,22.90952148,
576,23.04390299,
577,23.04390299,
578,23.23426432,
579,23.20074544,
580,23.3127181,
581,23.31819661,
582,23.14977865,
583,23.24163086,
584,23.30223958,
585,23.32267578,
586,23.4691569,
587,23.58825521,
588,23.53440104,
589,23.74110677,
590,23.70011393,
591,23.70011393,
592,23.99402344,
593,23.99402344,
594,24.08185221,
595,24.16983073,
596,24.31314128,
597,24.27879883,
598,24.3910612,
599,24.49064453,
600,24.49740885,
601,24.83392904,
602,24.69757812,
603,25.03453451,
604,25.11442057,
605,25.23504557,
606,25.32603516,
607,25.32603516,
608,25.5980599,
609,25.5980599,
610,25.71914714,
611,25.79420573,
612,25.97795573,
613,26.01112956,
614,26.04581706,
615,26.17201172,
616,26.34436523,
617,25.85152018,
618,25.90040039,
619,25.95507812,
620,26.09309245,
621,26.14746745,
622,26.23497721,
623,26.23497721,
624,26.5623763,
625,26.5623763,
626,26.82388021,
627,26.81378255,
628,26.95051758,
629,27.03920247,
630,27.22164062,
631,27.34178385,
632,27.36102539,
633,27.41198242,
634,27.50862956,
635,27.6772526,
636,27.67304362,
637,27.80911458,
638,27.94997396,
639,27.94997396,
640,28.25582682,
641,28.25582682,
642,28.23648437,
643,28.42337891,
644,28.52296549,
645,28.58456706,
646,28.65102539,
647,28.92661784,
648,29.08865885,
649,29.28181315,
650,29.47993164,
651,29.52395833,
652,29.69755859,
653,29.69135742,
654,29.83305664,
655,29.83305664,
656,30.04140951,
657,30.04140951,
658,30.14066406,
659,30.23185547,
660,30.40025716,
661,30.50924479,
662,30.23296549,
663,30.38001302,
664,30.52377279,
665,30.61081706,
666,30.77083984,
667,30.81541667,
668,31.04957031,
669,31.08436523,
670,31.29284505,
671,31.29284505,
672,31.54325195,
673,31.54325195,
674,31.5763737,
675,31.71896159,
676,31.97427409,
677,32.11799805,
678,32.29842448,
679,32.31409831,
680,32.42247396,
681,32.53625651,
682,32.64892904,
683,32.74774089,
684,32.80200521,
685,32.92005859,
686,33.04044596,
687,33.04044596,
688,33.29441732,
689,33.29441732,
690,33.39170573,
691,33.31056966,
692,33.49868164,
693,33.13060547,
694,33.32035156,
695,33.43184896,
696,33.51122721,
697,33.55624349,
698,33.61542969,
699,33.79899414,
700,33.74206706,
701,33.9205306,
702,33.95030924,
703,33.95030924,
704,34.18250651,
705,34.18250651,
706,34.22509766,
707,34.36535807,
708,34.4755957,
709,34.49839518,
710,34.61206706,
711,34.8039388,
712,34.81642578,
713,34.98709635,
714,35.0681901,
715,35.1336849,
716,35.21652669,
717,35.3002474,
718,35.34672526,
719,35.34672526,
720,35.56797201,
721,35.56797201,
722,35.63160156,
723,35.73759766,
724,35.76528646,
725,35.82334961,
726,35.9569043,
727,36.08617513,
728,36.15042643,
729,36.09575521,
730,36.27432617,
731,36.01654297,
732,35.96898437,
733,36.10935547,
734,36.19550781,
735,36.37603516,
736,36.43984701,
737,36.43984701,
738,36.59669596,
739,36.59669596,
740,36.64393555,
741,36.80160482,
742,36.82861003,
743,36.87349284,
744,36.9575293,
745,37.02007487,
746,37.17617839,
747,37.27777995,
748,37.27128255,
749,37.36933919,
750,37.35916992,
751,37.45342773,
752,37.42014323,
753,37.42014323,
754,37.47765625,
755,37.47765625,
756,37.48111979,
757,37.53065755,
758,37.45564779,
759,37.55322591,
760,37.63450846,
761,37.71032552,
762,37.64168945,
763,37.65038737,
764,37.7044401,
765,37.73962891,
766,37.75444987,
767,37.79336589,
768,37.78519857,
769,37.78519857,
770,37.88222656,
771,37.88222656,
772,37.89758464,
773,37.91967448,
774,37.82639648,
775,37.88608724,
776,37.95923828,
777,37.89087891,
778,37.79833008,
779,37.89669271,
780,37.91551432,
781,38.03762044,
782,37.94027018,
783,38.05873047,
784,38.08107747,
785,38.08107747,
786,38.23577148,
787,38.23577148,
788,38.37870117,
789,38.2885319,
790,38.29334961,
791,38.33167969,
792,38.41692057,
793,38.45071289,
794,38.48023763,
795,38.44787435,
796,38.38274414,
797,38.54875,
798,38.48495443,
799,38.63426432,
800,38.63583008,
801,38.63583008,
802,38.7381543,
803,38.7381543,
804,38.82385742,
805,38.83927083,
806,38.9533138,
807,39.1008431,
808,39.17608398,
809,38.93196289,
810,39.24296549,
811,39.31120443,
812,39.25864258,
813,39.29699219,
814,39.35236003,
815,39.46464193,
816,39.48676758,
817,39.48676758,
818,39.68513672,
819,39.68513672,
820,39.74356445,
821,39.78219076,
822,39.7865332,
823,39.8555306,
824,40.11994466,
825,40.14535482,
826,40.30597656,
827,40.22823568,
828,40.25744466,
829,40.37475586,
830,40.4778776,
831,40.55716471,
832,40.62358073,
833,40.62358073,
834,40.74528971,
835,40.74528971,
836,40.72758138,
837,40.7679069,
838,40.87642253,
839,40.92761393,
840,41.04007487,
841,41.0026888,
842,41.2476237,
843,41.36130859,
844,41.45980143,
845,41.18623047,
846,41.27086589,
847,41.39433919,
848,41.44826172,
849,41.44826172,
850,41.66201172,
851,41.66201172,
852,41.74550781,
853,41.83584635,
854,42.01266927,
855,41.9405599,
856,41.97412435,
857,42.0932194,
858,42.12493815,
859,42.32427734,
860,42.38175456,
861,42.38399089,
862,42.48367839,
863,42.55003906,
864,42.5472526,
865,42.5472526,
866,42.67642578,
867,42.67642578,
868,42.9755599,
869,42.99551107,
870,43.05227214,
871,43.16774089,
872,43.19769531,
873,43.32796224,
874,43.2943457,
875,43.30986654,
876,43.43891276,
877,43.45526693,
878,43.48998372,
879,43.68569661,
880,43.58047201,
881,43.58047201,
882,43.69297201,
883,43.69297201,
884,43.71148437,
885,43.64607422,
886,43.66123698,
887,43.73330404,
888,43.85398763,
889,43.8223112,
890,43.94723958,
891,44.04223958,
892,44.03523112,
893,43.98542643,
894,44.07165365,
895,44.07170247,
896,44.15686198,
897,44.15686198,
898,44.25431641,
899,44.25431641,
900,44.3275293,
901,44.05629557,
902,44.04452799,
903,44.21455078,
904,44.12599284,
905,43.92528646,
906,44.07408854,
907,44.22846354,
908,44.21364583,
909,44.30222331,
910,44.32319336,
911,44.39629557,
912,44.35857096,
913,44.3755599,
914,44.51909831,
915,44.51909831,
916,44.43088216,
917,44.43088216,
918,44.67137044,
919,44.62735677,
920,44.58621745,
921,44.62200846,
922,44.66051758,
923,44.74495443,
924,44.8116569,
925,44.83677083,
926,44.83566081,
927,44.77486328,
928,44.92450195,
929,44.94246094,
930,45.10461263,
931,45.10461263,
932,45.11171224,
933,45.11171224,
934,45.07727539,
935,45.12196289,
936,45.13812174,
937,45.22620768,
938,45.19961914,
939,45.27528971,
940,45.24511719,
941,45.28819987,
942,45.52685872,
943,45.58159505,
944,45.61319336,
945,45.66452148,
946,45.68819336,
947,45.68819336,
948,45.84871745,
949,45.84871745,
950,45.77095378,
951,45.85719401,
952,45.8114974,
953,45.82877279,
954,45.97420898,
955,45.9760319,
956,46.01483073,
957,46.09424479,
958,45.97745768,
959,46.0990918,
960,46.03732422,
961,46.14586263,
962,46.19597656,
963,46.19597656,
964,46.28446289,
965,46.28446289,
966,46.30280273,
967,46.29499674,
968,46.42076823,
969,46.40342773,
970,46.4728776,
971,46.45465169,
972,46.52746419,
973,46.52874674,
974,46.53158854,
975,46.59021484,
976,46.58898112,
977,46.76307943,
978,46.64278971,
979,46.64278971,
980,46.74807617,
981,46.74807617,
982,46.7954362,
983,46.95306966,
984,46.66038086,
985,46.61971354,
986,47.02119466,
987,46.6675293,
988,46.74120768,
989,46.74543945,
990,46.83910156,
991,46.83775716,
992,46.93917643,
993,46.89391927,
994,46.92934245,
995,46.92934245,
996,47.0169694,
997,47.0169694,
998,47.05559245,
999,47.16663411,
1000,47.20763997,
1001,47.08171549,
1002,47.12061523,
1003,47.20694661,
1004,47.23388346,
1005,47.30822917,
1006,47.31342122,
1007,47.40778646,
1008,47.44663411,
1009,47.45262695,
1010,47.42112956,
1011,47.42112956,
1012,47.51841146,
1013,47.51841146,
1014,47.57091146,
1015,47.59470378,
1016,47.57640625,
1017,47.59035156,
1018,47.7108431,
1019,47.74952474,
1020,47.76417969,
1021,47.82349609,
1022,47.8248112,
1023,47.82901367,
1024,47.85083333,
1025,47.9606901,
1026,47.93307943,
1027,47.93307943,
1028,48.17412435,
1029,48.17412435,
1030,48.17373047,
1031,48.15731771,
1032,48.24608724,
1033,48.27788411,
1034,48.38480794,
1035,48.35264323,
1036,48.36731445,
1037,48.32205404,
1038,48.32159831,
1039,48.43888997,
1040,48.52261393,
1041,48.58829427,
1042,48.58446289,
1043,48.58446289,
1044,48.74927409,
1045,48.74927409,
1046,48.70265951,
1047,48.564375,
1048,48.79072591,
1049,48.69930664,
1050,48.74758138,
1051,48.83656901,
1052,48.75713542,
1053,48.86061523,
1054,48.94792643,
1055,48.91513346,
1056,48.96126302,
1057,48.96288411,
1058,48.91775391,
1059,48.91775391,
1060,49.04114909,
1061,49.04114909,
1062,49.05827474,
1063,49.18369141,
1064,49.12625651,
1065,49.29101237,
1066,49.32201823,
1067,49.31504883,
1068,49.2989388,
1069,49.34871745,
1070,49.37251302,
1071,49.36918945,
1072,49.46747396,
1073,49.4298112,
1074,49.51907878,
1075,49.51907878,
1076,49.49378906,
1077,49.49378906,
1078,49.31682943,
1079,49.2510319,
1080,49.19881185,
1081,49.3000944,
1082,49.38253581,
1083,49.35513997,
1084,49.44765625,
1085,49.42253906,
1086,49.46599609,
1087,49.43608398,
1088,49.43028646,
1089,49.64564128,
1090,49.54602865,
1091,49.6504362,
1092,49.63780599,
1093,49.63780599,
1094,49.77308594,
1095,49.77308594,
1096,49.77124023,
1097,49.72303385,
1098,49.77098307,
1099,49.86652669,
1100,49.88221354,
1101,49.88177083,
1102,49.92601562,
1103,50.02214518,
1104,49.96602214,
1105,49.9792806,
1106,49.9622526,
1107,50.06487305,
1108,50.07089518,
1109,50.07089518,
1110,50.10810872,
1111,50.10810872,
1112,50.09919922,
1113,50.07106771,
1114,50.19474935,
1115,50.34927409,
1116,50.28806315,
1117,50.47231771,
1118,50.42591471,
1119,50.49664714,
1120,50.61900716,
1121,50.69987956,
1122,50.77580078,
1123,50.68325521,
1124,50.77679688,
1125,50.77679688,
1126,50.77091471,
1127,50.77091471,
1128,50.82167643,
1129,50.77062826,
1130,50.90541992,
1131,50.91300456,
1132,50.87007161,
1133,51.04327148,
1134,50.94272461,
1135,50.9842806,
1136,51.08919271,
1137,51.0750944,
1138,51.13498698,
1139,51.12237305,
1140,51.1341276,
1141,51.1341276,
1142,51.22140625,
1143,51.22140625,
1144,51.12704102,
1145,51.18114583,
1146,51.26062826,
1147,51.16948242,
1148,51.38143229,
1149,51.38587891,
1150,51.38687174,
1151,51.39729492,
1152,51.49606771,
1153,51.56665039,
1154,51.56475911,
1155,51.62314128,
1156,51.60366211,
1157,51.60366211,
1158,51.62181641,
1159,51.62181641,
1160,51.69669271,
1161,51.79658203,
1162,51.68899089,
1163,51.84778971,
1164,51.79249349,
1165,51.7776237,
1166,51.90761068,
1167,51.82628255,
1168,51.86963542,
1169,51.78229492,
1170,51.96156576,
1171,51.81783854,
1172,51.89153646,
1173,51.89153646,
1174,51.64110026,
1175,51.64110026,
1176,51.64566081,
1177,51.74130208,
1178,51.7659082,
1179,51.67747396,
1180,51.81163086,
1181,51.79297201,
1182,51.95323893,
1183,52.00744792,
1184,51.94235352,
1185,52.10398438,
1186,52.22455404,
1187,52.38530273,
1188,52.565,
1189,52.565,
1190,52.92871419,
1191,52.92871419,
1192,53.08055664,
1193,53.46095052,
1194,53.51960612,
1195,53.61160807,
1196,53.65939128,
1197,53.94235677,
1198,54.23535482,
1199,54.43309245,
1200,54.37911133,
1201,54.6789681,
1202,54.84827474,
1203,55.31211263,
1204,55.61928711,
1205,55.61928711,
1206,56.29143229,
1207,56.29143229,
1208,56.57070638,
1209,56.53378255,
1210,56.78269531,
1211,57.09143229,
1212,57.45156901,
1213,57.76286784,
1214,58.07713216,
1215,58.35652344,
1216,58.57215495,
1217,58.55537109,
1218,58.87520508,
1219,59.12157878,
1220,59.4423763,
1221,59.4423763,
1222,60.20437174,
1223,60.20437174,
1224,60.63148763,
1225,61.19505208,
1226,61.64078776,
1227,61.88652344,
1228,62.36099935,
1229,62.89246419,
1230,63.49083008,
1231,63.95856445,
1232,64.19694661,
1233,64.70995443,
1234,65.2796875,
1235,65.82310221,
1236,66.21020182,
1237,66.21020182,
1238,66.50088216,
1239,66.50088216,
1240,66.64579753,
1241,66.74916341,
1242,66.73585612,
1243,66.58510742,
1244,66.62424154,
1245,66.54059896,
1246,66.53107747,
1247,66.38727865,
1248,66.27386393,
1249,66.25722656,
1250,66.31244792,
1251,66.2235319,
1252,66.12550781,
1253,66.12550781,
1254,65.95456055,
1255,65.95456055,
1256,65.87573568,
1257,65.75379232,
1258,65.67945964,
1259,65.63295573,
1260,65.60299805,
1261,65.51176107,
1262,65.28625326,
1263,65.23701823,
1264,65.18783203,
1265,65.12955404,
1266,65.06317708,
1267,65.02911133,
1268,64.81941081,
1269,64.81941081,
1270,64.75301432,
1271,64.75301432,
1272,64.55739583,
1273,64.55739583,
1274,64.53214844,
1275,64.47233073,
1276,64.49117513,
1277,64.34113281,
1278,64.34708659,
1279,64.2584082,
1280,64.15746745,
1281,64.13085612,
1282,64.08673177,
1283,64.00565104,
1284,63.96530273,
1285,63.91470378,
1286,63.81434245,
1287,63.81434245,
1288,63.73556315,
1289,63.73556315,
1290,63.67587565,
1291,63.68402344,
1292,63.50111654,
1293,63.55852214,
1294,63.47689128,
1295,63.53941406,
1296,63.60932292,
1297,63.52013021,
1298,63.54831706,
1299,63.4850944,
1300,63.41938802,
1301,63.47007161,
1302,63.34984375,
1303,63.34984375,
1304,63.25420247,
1305,63.25420247,
1306,63.25554362,
1307,63.11534505,
1308,63.2167806,
1309,63.11436849,
1310,63.05172201,
1311,63.01236328,
1312,62.97579753,
1313,62.88447591,
1314,62.87210938,
1315,62.74108073,
1316,62.80633138,
1317,62.65906576,
1318,62.70565755,
1319,62.70565755,
1320,62.5150293,
1321,62.5150293,
1322,62.44905273,
1323,62.44289062,
1324,62.42244466,
1325,62.31863932,
1326,62.30742188,
1327,62.41897135,
1328,62.26939453,
1329,62.24097331,
1330,62.29354492,
1331,62.14424479,
1332,62.18416341,
1333,62.14923177,
1334,61.98011393,
1335,61.98011393,
1336,62.00741536,
1337,62.00741536,
1338,62.03520508,
1339,61.89370768,
1340,61.86691732,
1341,61.8361263,
1342,61.83108724,
1343,61.84873047,
1344,61.80750326,
1345,61.76717448,
1346,61.60105143,
1347,61.64285482,
1348,61.74410807,
1349,61.64850911,
1350,61.61122396,
1351,61.61122396,
1352,61.51666992,
1353,61.51666992,
1354,61.84830078,
1355,61.73555664,
1356,61.70058268,
1357,61.700625,
1358,61.62358724,
1359,61.57686523,
1360,61.5062207,
1361,61.48174154,
1362,61.57814779,
1363,61.45044271,
1364,61.51546224,
1365,61.46576497,
1366,61.43016927,
1367,61.43016927,
1368,61.28123698,
1369,61.28123698,
1370,61.30335937,
1371,61.21321615,
1372,61.22189128,
1373,61.20952799,
1374,61.24221029,
1375,61.12660807,
1376,61.17138346,
1377,61.10215169,
1378,61.07861328,
1379,61.09706706,
1380,61.08628255,
1381,61.0711556,
1382,61.00429362,
1383,61.00429362,
1384,60.89501628,
1385,60.89501628,
1386,60.88958984,
1387,60.90195964,
1388,60.95597005,
1389,60.87871419,
1390,60.78486654,
1391,60.86216146,
1392,60.71236328,
1393,60.81845703,
1394,60.6652181,
1395,60.69842448,
1396,60.57798828,
1397,60.65533203,
1398,60.49121419,
1399,60.49121419,
1400,60.62420247,
1401,60.62420247,
1402,60.56148437,
1403,60.45757161,
1404,60.51877279,
1405,60.51278971,
1406,60.55006185,
1407,60.5068099,
1408,60.44476563,
1409,60.47667318,
1410,60.44955404,
1411,60.44179036,
1412,60.35223307,
1413,60.31573893,
1414,60.29595052,
1415,60.29595052,
1416,60.27413737,
1417,60.27413737,
1418,60.25611003,
1419,60.23652018,
1420,60.24736979,
1421,60.16373372,
1422,60.19626628,
1423,60.14071289,
1424,60.09613607,
1425,60.11971029,
1426,60.13792969,
1427,60.1672819,
1428,60.17194336,
1429,60.04423177,
1430,59.99828776,
1431,59.99828776,
1432,59.979375,
1433,59.979375,
1434,59.87941406,
1435,59.84274089,
1436,60.07483398,
1437,59.9259375,
1438,59.94670898,
1439,59.8422819,
1440,59.88250326,
1441,59.85083333,
1442,59.84184896,
1443,59.82561523,
1444,59.83781576,
1445,59.84517253,
1446,59.84488932,
1447,59.84488932,
1448,59.77371745,
1449,59.77371745,
1450,59.77110352,
1451,59.81031576,
1452,59.71689779,
1453,59.76760742,
1454,59.7679362,
1455,59.69164714,
1456,59.71441081,
1457,59.62627604,
1458,59.69625326,
1459,59.6923763,
1460,59.70838216,
1461,59.63928385,
1462,59.66029948,
1463,59.67201172,
1464,59.62627279,
1465,59.62627279,
1466,59.5696582,
1467,59.5696582,
1468,59.56011068,
1469,59.54069987,
1470,59.59161784,
1471,59.58329427,
1472,59.51640625,
1473,59.58226888,
1474,59.50863932,
1475,59.47793945,
1476,59.36710612,
1477,59.62355469,
1478,59.56281576,
1479,59.62465169,
1480,59.54944987,
1481,59.54944987,
1482,59.59447266,
1483,59.59447266,
1484,59.60307617,
1485,59.62718424,
1486,59.57132161,
1487,59.53521484,
1488,59.55404622,
1489,59.57820313,
1490,59.63992187,
1491,59.54313802,
1492,59.55594076,
1493,59.52878255,
1494,59.47131185,
1495,59.41821615,
1496,59.49821289,
1497,59.49821289,
1498,59.49487305,
